"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Chelan","Washington State Initiative Measure No. 2066","No"," ","18226","45.1094","State Executive"
"Chelan","Washington State Initiative Measure No. 2109","Yes"," ","17836","43.5758","State Executive"
"Chelan","Washington State Initiative Measure No. 2109","No"," ","23095","56.4242","State Executive"
"Chelan","Washington State Initiative Measure No. 2117","Yes"," ","19118","47.0042","State Executive"
"Chelan","Washington State Initiative Measure No. 2117","No"," ","21555","52.9958","State Executive"
"Chelan","Washington State Initiative Measure No. 2124","Yes"," ","20492","50.7806","State Executive"
"Chelan","Washington State Initiative Measure No. 2124","No"," ","19862","49.2194","State Executive"
"Chelan","United States President/Vice President","Kamala D. Harris / Tim Walz","Democratic Party Nominees","18397","43.6041","Federal"
"Chelan","United States President/Vice President","Donald J. Trump / JD Vance","Republican Party Nominees","22363","53.0042","Federal"
"Chelan","United States President/Vice President","Robert F. Kennedy Jr. / Nicole Shanahan","We The People Party Nominees","675","1.5999","Federal"
"Chelan","United States President/Vice President","Jill Stein / Rudolph Ware","Green Party Nominees","174","0.4124","Federal"
"Chelan","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","57","0.1351","Federal"
"Chelan","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","9","0.0213","Federal"
"Chelan","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","6","0.0142","Federal"
"Chelan","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","155","0.3674","Federal"
"Chelan","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","36","0.0853","Federal"
"Chelan","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","21","0.0498","Federal"
"Chelan","United States President/Vice President","WRITE-IN"," ","298","0.7063","Federal"
"Chelan","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","18884","45.8929","Federal"
"Chelan","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","22168","53.8738","Federal"
"Chelan","United States U.S. Senator","WRITE-IN"," ","96","0.2333","Federal"
"Chelan","Congressional District 8 U.S. Representative","Kim Schrier","(Prefers Democratic Party)","20000","48.2195","Congressional"
"Chelan","Congressional District 8 U.S. Representative","Carmen Goers","(Prefers Republican Party)","21383","51.5539","Congressional"
"Chelan","Congressional District 8 U.S. Representative","WRITE-IN"," ","94","0.2266","Congressional"
"Chelan","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","17205","41.2204","State Executive"
"Chelan","Washington State Governor","Dave Reichert","(Prefers Republican Party)","24465","58.6142","State Executive"
"Chelan","Washington State Governor","WRITE-IN"," ","69","0.1653","State Executive"
"Chelan","Washington State Lt. Governor","Denny Heck","(Prefers Democratic Party)","16731","40.8771","State Executive"
"Chelan","Washington State Lt. Governor","Dan Matthews","(Prefers Republican Party)","24144","58.9885","State Executive"
"Chelan","Washington State Lt. Governor","WRITE-IN"," ","55","0.1344","State Executive"
"Chelan","Washington State Secretary of State","Steve Hobbs","(Prefers Democratic Party)","18163","44.8757","State Executive"
"Chelan","Washington State Secretary of State","Dale Whitaker","(Prefers Republican Party)","22264","55.0082","State Executive"
"Chelan","Washington State Secretary of State","WRITE-IN"," ","47","0.1161","State Executive"
"Chelan","Washington State State Treasurer","Mike Pellicciotti","(Prefers Democratic Party)","17312","43.069","State Executive"
"Chelan","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","22850","56.8465","State Executive"
"Chelan","Washington State State Treasurer","WRITE-IN"," ","34","0.0846","State Executive"
"Chelan","Washington State State Auditor","Pat (Patrice) McCarthy","(Prefers Democratic Party)","17099","42.5571","State Executive"
"Chelan","Washington State State Auditor","Matt Hawkins","(Prefers Republican Party)","23043","57.3509","State Executive"
"Chelan","Washington State State Auditor","WRITE-IN"," ","37","0.0921","State Executive"
"Chelan","Washington State Attorney General","Pete Serrano","(Prefers Republican Party)","23573","58.4836","State Executive"
"Chelan","Washington State Attorney General","Nick Brown","(Prefers Democratic Party)","16706","41.4469","State Executive"
"Chelan","Washington State Attorney General","WRITE-IN"," ","28","0.0695","State Executive"
"Chelan","Washington State Commissioner of Public Lands","Jaime Herrera Beutler","(Prefers Republican Party)","24828","61.7827","State Executive"
"Chelan","Washington State Commissioner of Public Lands","Dave Upthegrove","(Prefers Democratic Party)","15304","38.0829","State Executive"
"Chelan","Washington State Commissioner of Public Lands","WRITE-IN"," ","54","0.1344","State Executive"
"Chelan","Washington State Superintendent of Public Instruction","Chris Reykdal"," ","15618","44.8729","State Executive"
"Chelan","Washington State Superintendent of Public Instruction","David Olson"," ","19007","54.61","State Executive"
"Chelan","Washington State Superintendent of Public Instruction","WRITE-IN"," ","180","0.5172","State Executive"
"Chelan","Washington State Insurance Commissioner","Patty Kuderer","(Prefers Democratic Party)","16633","42.1537","State Executive"
"Chelan","Washington State Insurance Commissioner","Phil Fortunato","(Prefers Republican Party)","22793","57.7652","State Executive"
"Chelan","Washington State Insurance Commissioner","WRITE-IN"," ","32","0.0811","State Executive"
"Chelan","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","Andrew Engell","(Prefers Republican Party)","270","46.4716","Legislative"
"Chelan","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","Soo Ing-Moody","(Prefers Republican Party)","291","50.0861","Legislative"
"Chelan","LEGISLATIVE DISTRICT 7 State Representative Pos. 1","WRITE-IN"," ","20","3.4423","Legislative"
"Chelan","LEGISLATIVE DISTRICT 7 State Representative Pos. 2","Hunter Abell","(Prefers Republican Party)","340","50.1475","Legislative"
"Chelan","LEGISLATIVE DISTRICT 7 State Representative Pos. 2","Paul &quot;Rocky&quot; Dean","(Prefers Democratic Party)","334","49.2625","Legislative"
"Chelan","LEGISLATIVE DISTRICT 7 State Representative Pos. 2","WRITE-IN"," ","4","0.59","Legislative"
"Chelan","Legislative District 12 State Senator","Keith W. Goehner","(Prefers Republican Party)","25099","63.2041","Legislative"
"Chelan","Legislative District 12 State Senator","Jim Mayhew","(Prefers Democratic Party)","14590","36.7404","Legislative"
"Chelan","Legislative District 12 State Senator","WRITE-IN"," ","22","0.0554","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 1","Heather Koellen","(Prefers Democratic Party)","16250","41.08","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 1","Brian Burnett","(Prefers Republican Party)","23253","58.7835","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 1","WRITE-IN"," ","54","0.1365","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","Mike Steele","(Prefers Republican Party)","23817","68.9788","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","Daniel Scott","(Prefers Republican Party)","10133","29.3472","Legislative"
"Chelan","Legislative District 12 State Representative Pos. 2","WRITE-IN"," ","578","1.674","Legislative"
"Chelan","Chelan COMMISSIONER DISTRICT NO. 1","Kevin Overbay","(Prefers Republican Party)","27869","97.2808","County"
"Chelan","Chelan COMMISSIONER DISTRICT NO. 1","WRITE-IN"," ","779","2.7192","County"
"Chelan","Chelan COMMISSIONER DISTRICT NO. 3","Brad Hawkins","(Prefers Republican Party)","24015","64.4283","County"
"Chelan","Chelan COMMISSIONER DISTRICT NO. 3","Flint Hartwig","(Prefers Republican Party)","12911","34.6381","County"
"Chelan","Chelan COMMISSIONER DISTRICT NO. 3","WRITE-IN"," ","348","0.9336","County"
"Chelan","SUPREME COURT Justice Position #02","Sal Mungia"," ","13814","40.5483","Judicial"
"Chelan","SUPREME COURT Justice Position #02","Dave Larson"," ","20145","59.1317","Judicial"
"Chelan","SUPREME COURT Justice Position #02","WRITE-IN"," ","109","0.3199","Judicial"
"Chelan","SUPREME COURT Justice Position #08","Steve Gonzalez"," ","25372","98.7161","Judicial"
"Chelan","SUPREME COURT Justice Position #08","WRITE-IN"," ","330","1.2839","Judicial"
"Chelan","SUPREME COURT Justice Position #09","Sheryl Gordon McCloud"," ","24980","98.5871","Judicial"
"Chelan","SUPREME COURT Justice Position #09","WRITE-IN"," ","358","1.4129","Judicial"
"Chelan","Court of Appeals, Division 3, District 3 Judge Position 2","Rob Lawrence-Berrey"," ","24656","98.9009","Judicial"
"Chelan","Court of Appeals, Division 3, District 3 Judge Position 2","WRITE-IN"," ","274","1.0991","Judicial"
"Chelan","Chelan Superior Court Judge Position 1","Robert E. Jourdan"," ","25026","98.8662","Judicial"
"Chelan","Chelan Superior Court Judge Position 1","WRITE-IN"," ","287","1.1338","Judicial"
"Chelan","Chelan Superior Court Judge Position 2","Travis Brandt"," ","25943","98.97","Judicial"
"Chelan","Chelan Superior Court Judge Position 2","WRITE-IN"," ","270","1.03","Judicial"
"Chelan","Chelan Superior Court Judge Position 3","Kristin Ferrera"," ","26144","98.8767","Judicial"
"Chelan","Chelan Superior Court Judge Position 3","WRITE-IN"," ","297","1.1233","Judicial"
"Chelan","CHELAN COUNTY DISTRICT COURT JUDGE POSITION 2","Jay Eyestone"," ","13501","39.3397","County"
"Chelan","CHELAN COUNTY DISTRICT COURT JUDGE POSITION 2","Allen F. Blackmon"," ","20683","60.2669","County"
"Chelan","CHELAN COUNTY DISTRICT COURT JUDGE POSITION 2","WRITE-IN"," ","135","0.3934","County"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER DIST 2","Randy Smith","(States No Party Preference)","21329","62.9341","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER DIST 2","Steve Keene"," ","12429","36.6735","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER DIST 2","WRITE-IN"," ","133","0.3924","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER DIST A","Steve McKenna"," ","25646","98.9429","Public Utility"
"Chelan","PUD ALL PUBLIC UTILITY DIST COMMISSIONER DIST A","WRITE-IN"," ","274","1.0571","Public Utility"
"Chelan","CHELAN TRANSPORTATION BENEFIT DISTRICT Proposition No. 1","Yes"," ","1169","50.1072","Transportation"
"Chelan","CHELAN TRANSPORTATION BENEFIT DISTRICT Proposition No. 1","No"," ","1164","49.8928","Transportation"
"Chelan","FIRE DISTRICT NO. 8 PROPOSITION NO. 1","LEVY......YES"," ","772","54.5583","Fire"
"Chelan","FIRE DISTRICT NO. 8 PROPOSITION NO. 1","LEVY......NO"," ","643","45.4417","Fire"
"Clallam","Washington State Initiative Measure No. 2066","Yes"," ","22583","49.1362","State Executive"
"Clallam","Washington State Initiative Measure No. 2066","No"," ","23377","50.8638","State Executive"
"Clallam","Washington State Initiative Measure No. 2109","Yes"," ","16997","36.1377","State Executive"
"Clallam","Washington State Initiative Measure No. 2109","No"," ","30037","63.8623","State Executive"
"Clallam","Washington State Initiative Measure No. 2117","Yes"," ","19124","40.8379","State Executive"
"Clallam","Washington State Initiative Measure No. 2117","No"," ","27705","59.1621","State Executive"
"Clallam","Washington State Initiative Measure No. 2124","Yes"," ","19188","41.7693","State Executive"
"Clallam","Washington State Initiative Measure No. 2124","No"," ","26750","58.2307","State Executive"
"Clallam","United States President/Vice President","Kamala D. Harris / Tim Walz","Democratic Party Nominees","25440","52.2779","Federal"
"Clallam","United States President/Vice President","Donald J. Trump / JD Vance","Republican Party Nominees","21632","44.4527","Federal"
"Clallam","United States President/Vice President","Robert F. Kennedy Jr. / Nicole Shanahan","We The People Party Nominees","681","1.3994","Federal"
"Clallam","United States President/Vice President","Jill Stein / Rudolph Ware","Green Party Nominees","286","0.5877","Federal"
"Clallam","United States President/Vice President","Claudia De la Cruz / Karina Garcia","Socialism and Liberation Party Nominees","74","0.1521","Federal"
"Clallam","United States President/Vice President","Rachele Fruit / Dennis Richter","Socialist Workers Party Nominees","10","0.0205","Federal"
"Clallam","United States President/Vice President","Joseph Kishore / Jerry White","Socialist Equality Party Nominees","7","0.0144","Federal"
"Clallam","United States President/Vice President","Chase Oliver / Mike ter Maat","Libertarian Party Nominees","162","0.3329","Federal"
"Clallam","United States President/Vice President","Cornel West / Melina Abdullah","Justice For All Party Nominees","51","0.1048","Federal"
"Clallam","United States President/Vice President","Shiva Ayyadurai / Crystal Ellis","Independent Candidates","47","0.0966","Federal"
"Clallam","United States President/Vice President","WRITE-IN"," ","273","0.561","Federal"
"Clallam","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","25487","53.9602","Federal"
"Clallam","United States U.S. Senator","Dr Raul Garcia","(Prefers GOP Party)","21663","45.8641","Federal"
"Clallam","United States U.S. Senator","WRITE-IN"," ","83","0.1757","Federal"
"Clallam","CONGRESSIONAL DISTRICT 6 U.S. Representative","Emily Randall","(Prefers Democratic Party)","24222","51.7808","Congressional"
"Clallam","CONGRESSIONAL DISTRICT 6 U.S. Representative","Drew C MacEwen","(Prefers Republican Party)","22492","48.0824","Congressional"
"Clallam","CONGRESSIONAL DISTRICT 6 U.S. Representative","WRITE-IN"," ","64","0.1368","Congressional"
"Clallam","Washington State Governor","Bob Ferguson","(Prefers Democratic Party)","24709","51.5576","State Executive"
"Clallam","Washington State Governor","Dave Reichert","(Prefers Republican Party)","23100","48.2003","State Executive"
